Tweet_Count,Username,Text,Created_At,Retweets,Likes
94,C4 Coin,"We are building the GameFi $C4 Ecosystem here

It is simple and fun 😉 🐊🔥

➡️ Crypto payment solution: @uex_finance

➡️ Launchpad for gaming projects @crocpad

➡️ $C4 powered games!

Coming to $SOL this summer 🌴

Designed to be cross-chain!

#ADA #AVAX #SOL #ETH #INJ #BASE https://t.co/Dqaazcxh7r",Sat Jul 27 17:10:13 +0000 2024,44,119
95,Scrambller,"💰 3 Winners • $SOL • 55 Mins 

- Like &amp; Repost+ 🔔 
- Tag 2 friends 

Good Luck 🍀 #SOL #NFTs https://t.co/eW7qklMlMR",Sat Jul 27 16:45:32 +0000 2024,469,395
96,Daniel Veroc ⚡️#EGLDSqueeze,"If @saylor’s bull case for #BTC in 2045 is $49 million per #Bitcoin, then my bull case for #EGLD is at least $1 mil.

It’s an infinitely scalable, advanced, and decentralized supercomputer. The only L1 that solved the blockchain trilemma.

#SOL #BNB #ETH #XRP #TON = #EGLDSqueeze https://t.co/O9MpHBz0MM",Sat Jul 27 16:31:15 +0000 2024,80,260
97,JoeHighTimes 🚯,"i’m creating a #HBAR/#SOL alpha group on telegram 

it’s def the first of its kind and it’ll be completely free

gonna drop the link once I figure out how to create it the way I want

can anyone help me with this?",Sat Jul 27 16:30:53 +0000 2024,7,78
98,Marium Saleem,"Solana (SOL) is currently trading at $187.38, down slightly from its 24-hour high of $187.46. The 24-hour trading volume for SOL is $468,697,228.67.
#SOL #Solana #Binance https://t.co/czjRfyxjPe",Sat Jul 27 13:49:04 +0000 2024,0,74
99,Rekt Capital,"$SOL

Looks like the Solana retest was successful

Continue to hold this red area as new support and SOL will be able to at least revisit the $202 resistance over time

$BTC #BTC #SOL #Solana https://t.co/Gae3Bvr51H",Sat Jul 27 13:33:47 +0000 2024,164,598
100,Mack.EGLD,"Ok so you want to talk about money? fine let's talk about numbers then. Market cap👇
#EGLD 915M
#SOL 85B
#AVAX 11B
#ETH 394B
#BNB 84B
#ADA 15B
#TON 17B
#TRON 12B
#DOT 8B
EGLD has the lowest mc by far yet this blockchain is 10 years ahead of everyone else #EGLDSqueeze",Sat Jul 27 13:24:52 +0000 2024,27,117
101,inBetweeners 🧸,"$BLUE IS RUNNING FOR PRESIDENT,

1000 $BLUE = 1 VOTE

MAKE $BLUE GREAT AGAIN. 🔵

@phantom #SOL @DEXToolsApp @dexscreener https://t.co/ylQXwkRYDO",Sat Jul 27 10:12:15 +0000 2024,93,207
102,Captain Faibik 🐺,"$SOL Bullish Pennant Upside Breakout has Confirmed on the Weekly timeframe..✅

Massive Bullish Rally incoming..⌛️📈🚀

#Crypto #SOL #Solana https://t.co/9IT2o4Yafs",Sat Jul 27 08:57:36 +0000 2024,127,510
103,Glacier Gains,"Get in on a project early for once—don’t miss out on $STRTN! 🚀

To join the hype:
1️⃣ Follow @strtnsol
2️⃣ Like + RT
3️⃣ Drop your $SOL address below

Let’s make history together on #Solana! 🌕✨

#sol #memecoin #solanaprojects #solanagiveaway https://t.co/6Jgcn9pa0E",Sat Jul 27 00:11:13 +0000 2024,504,618
104,STCBurn Token (STCB) - We Burn SaitaChain Coin,"BACK AT #1 SLOT ON #PINKSALE....  WE ARE AT 96.48% IN JUST 3 DAYS... JUST UNDER 4 DAYS TO GO!!!

150 PLUS SOL - MEGA BURN ON #STCB BOTH BSC AND #SBC24

250 PLUS SOL - TIER 2 EXCHANGE LISTING FOR #STCB

#SBC24 #SOL $SOL #STC #BNB #fairlaunch https://t.co/OjKT82DNjN",Fri Jul 26 23:12:17 +0000 2024,26,60
105,Karely Ruiz 🟣,"What's your favorite Solana meme project 🟣? 
Mention it in the comments so we can see the projects.
🟪🟪🟪🟪🟪🟪🟪🟪🟪🟪
#solana #sol meme coins  new coins https://t.co/iHoMh35fy4",Fri Jul 26 20:18:21 +0000 2024,0,3
106,Crypto Data Space,"#Crypto Market Update 7/26: #BTC, #ETH, #BNB, #SOL, #XRP, #DOGE, #TON, #ADA, #AVAX, #SHIB Trends

 https://t.co/FkHRCaNIiW",Fri Jul 26 19:49:15 +0000 2024,6,158
107,inBetweeners 🧸,"When they doubt $BLUE, we buy more $BLUE. 

Sooner or later, they’ll get it… 🌊

Ca:

CWQVqTKuH1iU8zSfFfvaUXaVzLzqU1E8GYU5d6EcGBNe

#olympics #memecoin #SOL @phantom @DEXToolsApp https://t.co/oCoiogBTI6",Fri Jul 26 16:42:50 +0000 2024,113,206
108,Daniel Veroc ⚡️#EGLDSqueeze,The fact that #Solana (#SOL) surpassed the market cap of #BNB means nothing at all. The fundamentals are still absolutely terrible because you're buying something that is an extremely centralized beta with awful architecture that can only scale vertically. Sorry for the truth.,Fri Jul 26 16:00:31 +0000 2024,36,153
109,Bull.TRX,"From dumping like trash to 8 dollars and to flipping $Bnb today. SOLANA just created history. 🫡 
#Sol",Fri Jul 26 14:29:14 +0000 2024,29,268
110,inBetweeners 🧸,"$BLUE for the #Olympics 

@SnoopDogg looks great Blue

@phantom #SOL #meme #OlympicGames https://t.co/yRHpxq9pA4",Fri Jul 26 14:03:32 +0000 2024,103,213
111,Rekt Capital,"$SOL 

Looks like the Solana retest was successful

Continue to hold this red area as new support and SOL will be able to at least revisit the $202 resistance over time

$BTC #BTC #SOL #Solana https://t.co/WC1MC1iH2h",Fri Jul 26 13:07:56 +0000 2024,163,745
112,zeynep •𝔷𝔢𝔫𝔭•,"Gm and 𝐒𝐎𝐋𝐃❤‍🔥

Thank youu so much for collecting and always supporting my art, dear  @ponpop_cynn 🫶♥️🫠 

ᴅʀᴇᴀᴍꜱᴄᴀᴘᴇ 

0.05 #Sol    ~   OE https://t.co/PhsNx74OKX",Fri Jul 26 11:10:15 +0000 2024,25,75
113,Steve Courtney ~ Crypto Crew University,"🚀 #Solana shoots for the moon with Fib 0.786 support and a fiery recovery! 📈🔥

#SOL claims back 21-week SMA with bullish force on #SRSI.

Next stop: $205 resistance. 📈

What's your prediction for #Solana's next move? 🤔 Let's hear it! 💭 https://t.co/2K4RX5uevg",Fri Jul 26 11:00:14 +0000 2024,21,128
114,$MEME TOKEN | TRON,"GM, Fam! Say it back. 

We know that after a successful launch on TON our Meme President will capture Solana charts and become more viral. 

The presale of $MEME will be at the end of this month, memers. Let’s be the most hyped project of this summer. 

#TON #sol #TON #SOL https://t.co/XzBUxr3Xhe",Fri Jul 26 10:43:38 +0000 2024,3,72
115,Daniel Veroc ⚡️#EGLDSqueeze,"Why settle for less? #EGLDSqueeze is only #memecoin you need! #GameStop of crypto, boasting fastest, most scalable &amp; advanced L1. Decentralized with almost 3,6k nodes and as rare as #BTC with limited supply. Think of it as #ETH 3.0 on steroids. Bullrun narrative. NoDownTime #SOL",Fri Jul 26 10:26:46 +0000 2024,41,152
116,Wiz,"Ok lets run another Giveaway this time I decided to change life for 2 members from
My community 

Like + retweet + bookmark 

Also join my main TG - https://t.co/6ZTDZhDynm

20 #SOL for 2 winners 

Yall better smash this giveaway!! 

#Giveaway #Solanamecoin https://t.co/BUdvPzD68T",Fri Jul 26 09:16:19 +0000 2024,142,159
117,inBetweeners 🧸,"GM $BLUE 💙 

Today we have our first listing on @MEXC_EN @MEXC_Official ! 

And exciting news coming soon… 🤐🧸

#SOL $BLUE SEASON #Solana https://t.co/9MRenGQHPH",Fri Jul 26 07:25:34 +0000 2024,78,180
118,Celeste,"Good morning @X and my beautiful my lovely Web3 fam 🌞 I love you all 🥰❤️

Effortless performance requires lots of efforts💯🔥💪

#SOL #TON 
#NFT #nftarti̇st #CryptoCommunity https://t.co/ybqNzQ1L5A",Fri Jul 26 07:17:30 +0000 2024,5,80
119,inBetweeners 🧸,"BREAKING NEWS: An exclusive picture of an average $BLUE holder approaching a girl

#SOL #meme @phantom @DEXToolsApp https://t.co/ha7l76Qda6",Thu Jul 25 18:53:04 +0000 2024,74,165
120,inBetweeners 🧸,"Boss: Have you completed your daily tasks?

Average $BLUE Holder: yes.

#SOL @MEXC_Official @phantom https://t.co/uI6LyasHJc",Thu Jul 25 16:14:51 +0000 2024,98,193
121,Kingfisher #Saitachain $STC,"#SaitaChain #STC is only one place behind #Solana #SOL on #Certik . Let’s join #SaitaChainCommunity 🤩🚀

#Crypro #Altcoins #CryptoCommunity",Thu Jul 25 15:27:05 +0000 2024,36,62
122,Karely Ruiz 🟣,"$SHIB, $BOME and $COQ are going to pump Wild, are you ready?  
#Bitcoin📷 #Ethereum #Floki $LOL #cryptocurrency #SHIB #BNB📷 #TONCOIN #TON #BOME #PEPE #Sol #ADA #Bonk https://t.co/9A3VzLyBrT",Thu Jul 25 15:21:25 +0000 2024,0,2
123,inBetweeners 🧸,$BLUE is invading the planet #SOL!! Join now 🧸 https://t.co/eZoVuGcr9g,Thu Jul 25 14:52:19 +0000 2024,40,151
124,Tiny Dragonz,"DRAGONZ ARE BACK

FIRST 111 WALLETS 👇

#DegenPlay #Sol https://t.co/uhEWsWFng8",Thu Jul 25 13:44:07 +0000 2024,71,141
125,inBetweeners 🧸,"💙🧸  WE LOVE  $BLUE 
#SOL @phantom https://t.co/y7CpGg7CXX",Thu Jul 25 13:17:59 +0000 2024,86,186
126,Tony ⚒️,Has anyone noticed that the #SaitaChain Certik security score is now just one place behind #Solana ? I think in the next day or two we will gain that .10 and #STC will overtake #SOL https://t.co/9LBiHtL3r7,Thu Jul 25 12:55:37 +0000 2024,78,146
127,$MEME TOKEN | TRON,"GMEME, say it back, fam! 

The giveaway will be launched soon today, we were building the referral bot  . 

Let’s raid our chat in TG. Be memish.

https://t.co/mVAwPixOm1

#TON #ton #sol #Solana #memecoin",Thu Jul 25 08:50:52 +0000 2024,9,72
128,Feras🪐,"My Sol wallet is taking a breather today. 😴 -$14k down, but I'm not worried. This is part of the game.

drop your #SOL address, like &amp; RT https://t.co/rpT0U6XRdd",Thu Jul 25 08:47:07 +0000 2024,116,143
129,Ghosty.Cash,"something is coming ...

something ... NEW ... 👀

#BTC #ETH #SOL https://t.co/IG8TzhCAdm",Thu Jul 25 08:36:59 +0000 2024,67,182
130,The Cryptomist,"Imagine buying #Eth at $2550 &amp; selling at $10k
Imagine buying #Sol at $130 &amp; selling above $500
Imagine buying #Matic at 40 cents &amp; selling around $7
Imagine buying #Doge at 8 cents &amp; selling at $1. 

The final opportunity for life changing money is here. 
Don't mess it up.",Thu Jul 25 08:16:10 +0000 2024,11,168
131,XRP DROPZ,"💯💯 #BLACKROCK´S ROBERT MITCHNIK (FORMER @RIPPLE) EMPHASIZES THAT ""THAT THERE´S A TON OF DEMAND FROM OUR CLIENTS CLEARLY TO BE ABLE TO ACCES THE LEADING CRYPTO ASSETS WITHIN THE EXCHANGE TRADED WRAPPER  (SPOT #ETFs) ➡️ THE LEADING ASSETS ARE: #BTC / #ETH / #SOL / #XRP (SEE POST https://t.co/fxCbBgGH8l",Thu Jul 25 07:48:48 +0000 2024,89,255
132,Max Darachi,"Learn why #kas https://t.co/QsOzQoUaDf may flip #sol #tron #eth &amp; fulfill the original vision of #btc, and why it may hit $10 per token this bull run.

Alex @tacticalinvest_ interviewed Christian Ludwig @christi61026749. 

Transcript:

Kaspa is fair launch. Ethereum is now Proof https://t.co/jBW0so8WnZ",Wed Jul 24 21:07:15 +0000 2024,59,199
133,StygianOne,"@mannythehitman Every industry can play the role on the SBC. 

#BNB #SaitaChain #ETH #SOL #Gaming",Wed Jul 24 20:28:01 +0000 2024,40,99
134,Dubai SaitaChain,"@WatcherGuru Bears will be wearing bull costumes this halloween 👻🐂 

#BTC #STC #ETH #BNB #SaitaChainCoin #Solana #SOL #Crypto",Wed Jul 24 19:59:10 +0000 2024,35,103
135,DBCrypto⚡️,"Solana doing what it does best

One day people will realize pretty much all #SOL metrics are completely manipulated or faked",Wed Jul 24 19:52:10 +0000 2024,17,88
136,Crypto Currency,"CLAIM $10,000 $SOL ?! 

STEP 1 : 💟 &amp; 🔁 + Follow 🔔

STEP 2 : Drop your Solana wallet

First 2500 wallets gets gurnateed AIRDROP 👀 #Sol https://t.co/rAnxEmnx3R",Wed Jul 24 19:26:45 +0000 2024,513,731
137,Bullish Gems Crypto 💎,"📢🚨 ATTENTION All 🚨🙋🚀

Holy Roller Cris preaching unity off the heels of attempted Trump hit. Let us all ride together into the BANANA ZONE. The #BULLRUN in full swing. Take a $SEAT 🪑and enjoy the ride!

Animation credit Clarence Worley @God_Candle_ 

#politifi #trump #sol https://t.co/rphATdSXeM",Wed Jul 24 18:58:56 +0000 2024,18,160
138,ThePassengers,"#Giveaway

$100 $USDT 

Requirements:

• Following   @Quilson_xyz
• Like, RT 
 • Tag 3 Friends   Comment #Quilson 

#Bitcoin #Binance #Ethereum
#Solana #AVAX #SOL #shiba #doge 
#cryptocurrency #matic #polygon 
#Crypto #BTC #BTCUSDT #XRP #BNB #ETH #SHIB",Wed Jul 24 17:56:51 +0000 2024,641,647
139,inBetweeners 🧸,Bears Fam everywhere 🧸 💙@sferaebbasta #SOL #inbetweeners #web3 🤐 https://t.co/mjumVphmWS,Wed Jul 24 16:09:27 +0000 2024,33,178
140,ddefying 🌙 ⛩️,"Added a couple new jpgs.  Welcome home. 🍆🫵

@BandokidsSOL @coolcats #nft #crypto #sol #eth https://t.co/eHjCvELYCV",Wed Jul 24 15:44:26 +0000 2024,16,108
141,STCBurn Token (STCB) - We Burn SaitaChain Coin,"👀 I can promise one thing....  

If our #SOL fair launch sale hits 250 SOL - You have a Tier 2 Exchange.  

If our #SOL fair launch sale hits 500 SOL - You have a Tier 1 Exchange.  

...within a couple of weeks after #SOL launch.",Wed Jul 24 15:42:20 +0000 2024,36,73
142,Scarface,"Good morning, hump day warriors! 🌞🐫 

It's the middle of the week, so let's conquer this hump like a boss! 💪 Remember, after today, it's all downhill to the weekend! 🎉 #humpday 🐫🐫🐫 #Binance #btc #sol #gm 🌅 #eth #NFTs #X #GoodMorning   ⚡️ https://t.co/9xagXOxMHi",Wed Jul 24 13:27:55 +0000 2024,18,68
143,inBetweeners 🧸,"NO BLACK FRIDAY
YES $BLUE FRIDAY

Join now and drop your #SOL wallet 👇🏽💙🧸 https://t.co/QkEPDAkga6",Wed Jul 24 12:54:33 +0000 2024,134,399
144,Celeste,"GM GM @X and my lovely Web3 degens☕❣️☀️ Happy Hump day 🙌

If your dream don't scare you😱

Your dreams aren't that big💪

#SOL #TON 
#Crypto #nftarti̇st #NFT https://t.co/c65k1F8753",Wed Jul 24 11:51:14 +0000 2024,12,72
145,Lukáš,"Why you should buy #EGLD? Watch the video where Daniel explains everything perfectly ""in a shortcut"".  I don't believe anyone will be holding #SOL after seeing this video.

#EGLDSquezee",Wed Jul 24 11:41:46 +0000 2024,51,170
146,Daniel Veroc ⚡️#EGLDSqueeze,"Users of #SOL #XRP #AVAX #TON #NEAR should know why I invested ~$4,032,015+ in 27 days into #EGLD = #ETH 3.0 ✅

What @VitalikButerin envisioned for ETH—unlimited scale and decentralization via sharding—is realized by @MultiversX! 

SHARDING is a MUST⚡️#EGLDSqueeze is #Gamestop. https://t.co/skPjRlP4Tu",Wed Jul 24 11:33:19 +0000 2024,239,581
147,Victus Capital,"We are hiring 🔊

We are seeking for experienced collab managers and community managers that have a strong network in web3.

Engage with the tweet and DM if you are a good fit. 

Thanks!

#hiring #web3 #btc #eth #sol",Wed Jul 24 10:29:41 +0000 2024,97,196
148,$MEME TOKEN | TRON,"GM, memers. Say it back! 

Today, we will be starting the international giveaway, are you ready? ARE YOU FOKIN READY? 

Drop some likes, comments, retweets, we will post the conditions soon.

STAY MEMISH. 

#ton #TON #Giveaway #SOL #sol https://t.co/nyd2Pvgkdg",Wed Jul 24 09:53:30 +0000 2024,21,124
149,inBetweeners 🧸,"Ehy Ehy $BLUE !! 💙

We're on planet #SOL 🧸 join us because this is just the beginning…

#Solana $BLUE @phantom @DEXToolsApp https://t.co/ZnFFtDv9Sm",Wed Jul 24 08:41:22 +0000 2024,35,173
150,Wiz,"Ok for today since I want bless you 

Comment you #SOL wallet + like and retweet 

Also join my main TG - https://t.co/6ZTDZhDynm

0.2 #SOL for 2 winners 

#Giveaway #SolanaCommunity",Wed Jul 24 08:23:17 +0000 2024,133,157
151,STCBurn Token (STCB) - We Burn SaitaChain Coin,#STCB ON #SOL IS MAKING WAVES!  TRENDING IN 3RD PLACE ON PINKSALE. 🔥🚀 https://t.co/bGhrOmD5bK,Wed Jul 24 08:22:43 +0000 2024,34,76
152,Berkay Ozcan,"Good Morning🌞

Inner Reflections💙
1/1 - 0.35 #SOL https://t.co/vPYENNoaup",Wed Jul 24 08:07:22 +0000 2024,26,106
153,StygianOne,"Damn that was fast.

#STCB will be now burning #STC based on taxes from #SOL 🔥

This developer is unstoppable... I bet when SaitaChain team will say in future some other next blockchain, Alex will be there 24 hours after announcement 😂",Wed Jul 24 07:56:38 +0000 2024,32,95
154,Solid Intel 📡,INTEL: Franklin Templeton hint for Solana ETF #SOL https://t.co/rVEYbJxM3K,Wed Jul 24 07:24:57 +0000 2024,14,94
155,arlekin_julia💞,"😻GM! I’m surprised to wake up with live auction! Thank you so much my endless supporter @MalayBitcoiner for the bid! I’m so happy🫶

Current bid -1 #sol

👇Link https://t.co/Lgyjt8t4RW",Wed Jul 24 05:10:08 +0000 2024,5,66
156,ℂ𝕣𝕪𝕡𝕥𝕠𝔼𝕞𝕡𝕣𝕖𝕤𝕤🤍,"Bando Bando Bando 📈🔥

Holy smokes!
Floor is lava @BandokidsSOL 

Floor is now 2.89 sol so close to 3 Sol 😳

HIGHER 📈

https://t.co/dhRFAJaa03

#NFTS #SolanaSummer #BandoKids #SOL #NFT #DYOR #NFA https://t.co/1Tg2ZWTiFt",Wed Jul 24 01:30:31 +0000 2024,23,60
157,ĦEXA,"You’re not ready for $HEXA on #Solana - ReDeFining the Utility Meme Culture on #SOL 

Full Tokenomics and Presale date is coming soon! 

Post your @phantom wallets below, Follow &amp; Turn Notis on for some Hexa Love 🌸

CA : 2W4N2Egrd5J76JK1u9GiyUQxszLthF4XtFU3x2ntnE3F

#HEXA #SOL https://t.co/X571nAXhLT",Tue Jul 23 22:22:17 +0000 2024,108,174
158,inBetweeners 🧸,"Drop your #SOL wallet below $BLUE !! 

👇🏽 SolanaAirdrop $BLUE 🚀💙 https://t.co/5cNrD4DB2f",Tue Jul 23 22:01:10 +0000 2024,546,1022
159,STCBurn Token (STCB) - We Burn SaitaChain Coin,"FAIR LAUNCH OF #STCB ON #SOL IS NOW OPEN!!!

https://t.co/LPUtr99js3

🔥🔥🔥🔥 https://t.co/TkRPQO2mMD",Tue Jul 23 21:59:54 +0000 2024,27,75
160,inBetweeners 🧸,"Not even a month ago $BLUE was training to play together with @juventusfc now he is prepared for planet #SOL 💙🚀

Check below 👇🏽 🧸 $BLUE invasion!!",Tue Jul 23 20:38:14 +0000 2024,78,214
161,Daniel Veroc ⚡️#EGLDSqueeze,"And that's why smart money are buying the next #ETH 3.0 &amp; #GameStop of #crypto. #EGLDSqueeze will be unstoppable soon, same as the most advanced &amp; scalable L1 in space (#MultiversX) that solved the blockchain trilemma. I wish you would try @xPortal before your parents do. #SOL ? https://t.co/PMU1unppzJ",Tue Jul 23 18:29:54 +0000 2024,36,104
162,inBetweeners 🧸,"$BLUE continues its journey on the #SOL planet 🚀 Are you with us?

Join us now 🧸

#SOLANA @phantom @DEXToolsApp https://t.co/AhMJq1lSQe",Tue Jul 23 17:29:11 +0000 2024,90,256
163,Daniel Veroc ⚡️#EGLDSqueeze,"Every blockchain will need to scale and stay decentralized as (#EGLD). For scale, every blockchain will need sharding, whether you like it or not. You can choose shortcuts and go with a monolithic architecture as #SOLANA #SOL, but long-term, you'll bleed. #EGLDSqueeze=#ETH 3.0! https://t.co/d6ZFhbiZbe",Tue Jul 23 16:24:01 +0000 2024,112,329
164,Lu𝕏aWay,"Omg thanks my brother giving us free spotlight 

Let’s change the world with $EGLD

Oh and by the way the Elrond Era is dead 

Say welcome to @MultiversX take over !

2024 YEARS OF @MultiversX

#BTC #ETH #SOL are trash against $EGLD

WHAT YOUR GOING TO DO ABOUT THAT ! https://t.co/ffPp0B0mJD",Tue Jul 23 16:20:31 +0000 2024,31,140
165,MR. BROWN,"💰 SOLANA GIVEAWAY 💰

Prize:
🏆 $10 in $SOL

To Enter:
1⃣ Follow @mrbrown_nft (🔔)
2⃣ RT &amp; Like
3⃣ Drop $SOL address👇

Ends in 24 hours ⏰ #SOLANA #SOL https://t.co/FxZhJkzDrs",Tue Jul 23 15:46:45 +0000 2024,383,352
166,George Koutalidis,"Awesome interview! I watched it yesteday on Youtube!
I highly recommend you guys watch this! This $BTC cycle will be crazy! @fundstrat

#BTC #Bitcoin #ETh #Ethereum #ETF #SOL",Tue Jul 23 13:44:12 +0000 2024,123,127
167,DeeonGrey,"Hey everyone! We're giving away $1000 in Solana to one lucky winner to celebrate our recent milestone!

To enter:

Follow us
Retweet this post
Tag 2 friends
Good luck! 💰 48 hours only⏰
#SolanaCommunity #SolanaBlockchain #SolanaGiveaway #SOL https://t.co/JgZMNIqtHx",Tue Jul 23 13:13:04 +0000 2024,302,305
168,BitmonkCrypto,"#ETH #ETFs are here, #SOL next.
Biggest bullrun 🐂 in crypto history is knocking at your door. 
It is no rocket science! Anyone can make it big 🚀",Tue Jul 23 13:08:00 +0000 2024,150,297
169,BitmonkCrypto,"Don't sell too early 🚫
Don't HODL too much ✊🏻
Take profit on the way up ⇡

Time to buy and take your position is now, we will exit by the end of 2025 with multi-million portfolio.

#Bitcoin #ETH #SOL",Tue Jul 23 12:51:03 +0000 2024,120,296
170,Daniel Veroc ⚡️#EGLDSqueeze,"❎Brutal narrative of this bull run? 🚨 It's the #EGLDSqueeze and the only #GameStop in crypto. Gaming here. AI &amp; RWA coming. It's just a matter of time before everyone rides #EGLD: Sick of high fees, outages &amp; centralized #SOL? 80 bil in memes drowning out real innovation? 🔽",Tue Jul 23 12:00:30 +0000 2024,54,193
171,King Of Hearts,"TEZOS TUESDAY!!!!! 
I’ll buy a few after work 🙌🏻💰🤑❤️
#Tezos #Eth #SOL https://t.co/mroEwTYrBi",Tue Jul 23 08:34:36 +0000 2024,43,308
172,xrpnews.crypto® ⚡️🐺,"#XRP Beats #BTC, #SOL, and #ETH on Binance, Coinbase, and Kraken in This Metric 👀

https://t.co/nkHCTe6yor via The Crypto Basic",Tue Jul 23 08:27:43 +0000 2024,36,189
173,inBetweeners 🧸,"Gm $BLUE 💙 are you ready ? 🚀

The journey has just begun. We told you to keep your seatbelts fastened well... 
We are just beginning 🤐

Drop your #SOL wallet 👇🏽 

$Blue season 💙🧸 #solana @phantom https://t.co/MWa8v48puj",Tue Jul 23 07:23:31 +0000 2024,324,597
174,PRINCESS,"Have you ever been screwed over by a dev in 2021 and wish you could start over minus the shitty devs? 

If you want a #SOL play with conviction —&gt; @saitama_on_sol 

If you want a #BASE play with conviction —&gt; @ShibnobiOnBase 

I was screwed by both projects in 2021 so I love to",Tue Jul 23 05:00:23 +0000 2024,38,83
175,C4 Coin,"Time to have some fun!

🔜 $C4 is coming to #Solana this summer, which means over 4 applications and 10 games will be launched cross-chain!

⬇️ Drop your #SOL wallet and follow @C4CrossChain ⬇️

🏆 1 $SOL will be randomly distributed in 24 hours! https://t.co/ogMiUqbbx1",Tue Jul 23 04:53:12 +0000 2024,63,135
176,Rothschild.eth,"I want to change someone's life and send 200 $SOL (~$95,000) to one person by tomorrow. 

Just like, retweet and comment 'done'. 
Random winner in 15 hrs

Have a nice day everyone! #Sol https://t.co/9HsVhkH9Qv",Tue Jul 23 04:04:35 +0000 2024,1260,1711
177,Cryptotemplar ℵ,"$ALPH is the rain that will wet the #Layer1 crypto space to grow. It is your golden goose don't be left behind
#Crypto #Binance  #ETH #SOL https://t.co/huTZQLYXcr",Tue Jul 23 00:54:27 +0000 2024,12,75
178,Vegan Coin,"$VEGAN resting for the big day tomorrow 🥑🌪️
Join the telegram group for tomorrow's adventure!
https://t.co/iEduszY4Vj

#sol #solana #memecoin https://t.co/HCaYUIV5Te",Mon Jul 22 22:44:49 +0000 2024,5,74
179,Dubai SaitaChain,"@WatcherGuru Markets being carefully analyzed all over 👀 

#BTC #STC #BNB #SaitaChain #ETH #SOL",Mon Jul 22 20:57:01 +0000 2024,50,167
180,inBetweeners 🧸,Laser bear has also landed on #SOL 🪐 🧸💙 $BLUE let’s go 🚀 https://t.co/AA7usSFw7P,Mon Jul 22 20:19:41 +0000 2024,87,243
181,LEGION,"Hey #CroFam

I'm excited to announce that I'll be onboarding some brave individuals I've introduced to cryptocurrency in real life. These folks, many of whom are my boxing students or people I interact with regularly, have started DCAing into #BTC, #CRONOS, #SOL, and #ETH. https://t.co/pq33FxEc0M",Mon Jul 22 19:26:34 +0000 2024,53,82
182,0xsponxy,"We are 84x behind of #Solana 
#SOL = 84B Market Cap
#EGLD = 1B Market Cap
when people start to realise the #EGLD works faster and better than #Solana they will start buying, so we are so early investing at 1 billion :)
JUST IMAGINE #EGLDSqueeze AT 3K$ PRICE ^_^ &amp; Top 10 in https://t.co/lVSJl0ClGL",Mon Jul 22 19:01:52 +0000 2024,37,131
183,0xsponxy,"#SOL network fee $4.42!!❌🙅
When #EGLDSqueeze 0.002 🙂‍↕️✅
👀 https://t.co/pVckN6jTqJ",Mon Jul 22 18:33:01 +0000 2024,29,107
184,Daniel Veroc ⚡️#EGLDSqueeze,"THERE IS NO 2ND BEST. #EGLD IS ONLY ONE BLOCKCHAIN THAT CAN RULE THEM ALL.

✅ UNLIMITED SCALING
✅ SCARCE AS #BTC
✅ PROGRAMMABLE AS #ETH
✅ NO DOWNTIME AS #SOL
✅ UI/UX OF @Apple
✅ SHARDING DONE BEFORE #NEAR #TON
✅ BEST WALLET @xPortalApp WITH GUARDIAN

#EGLDSquezee is #GME. https://t.co/G4CrZ9euC1",Mon Jul 22 17:50:46 +0000 2024,121,333
185,𝐂𝐫𝐲𝐩𝐭𝐨 𝐖𝐞𝐚𝐥𝐭𝐡,"Number 4 -

For the $sol fans.. This is the price area I would imagine #sol to reach.

#crypto $alts https://t.co/0yDWvWyYk7",Mon Jul 22 17:24:28 +0000 2024,11,115
186,Wiz,Guess my age and drop #SOL wallet,Mon Jul 22 16:20:30 +0000 2024,46,139
187,Rekt Capital,"$SOL

Looks like Solana has performed a green circled Weekly Candle Close

Successful retest of the red area as new support could enable trend continuation to the upside over time

$BTC #BTC #SOL #Solana https://t.co/MWKzEsmCSJ",Mon Jul 22 16:20:13 +0000 2024,188,866
188,MelvinAi,"🚨#OLLI GIVEAWAY 🚨

1,000,000 $OLLI - 1 LUCKY MFER 💰

✅ LIKE
✅ COMMENT #OLLI
✅ TAG 3 MFERS 
✅ DROP #SOL ADDY

WINNER WILL BE PULLED WHEN @OlliCoin HITS 1M MC 💎📈🚀

#memecoin1000x #MemeCoinSeason #memecoinonsolana #GiveawayAlert #memecoin #SolanaGiveaway",Mon Jul 22 15:10:19 +0000 2024,95,120
189,Feras🪐,"My SOL wallet is looking pretty sweet today! Feeling good about my $BILLY 🐶 $POPCAT 🐱🥂

drop your #SOL address, like &amp; RT https://t.co/RGL2GVS29V",Mon Jul 22 15:08:55 +0000 2024,134,181
190,McWhales 🐳,"Smelling the news $DUKO #SOL

@dukocoin

HLptm5e6rTgh4EKgDpYFrnRHbjpkMyVdEeREEa2G7rf9 https://t.co/mzMKmMgVb0",Mon Jul 22 11:23:33 +0000 2024,71,134
191,DFinance,Not enough people are talking about the fact that #ICP is 16X faster than #SOL and 900X faster than #ETH😤,Mon Jul 22 11:00:00 +0000 2024,33,156
